Species,Sequence_Type,Accession,Title,Organism,Length,Country,Geo_location,Source_info,Collection_date,Isolation_source,Strain,Authors,Journal
Trigonopoma pauciperforatum,Comparison,MW232490.1,"Rasbora pauciperforata voucher LR08177 mitochondrion, complete genome",Rasbora pauciperforata,16707,,Malaysia: Sarawak,,,,,"Sholihah,A., Delrieu-Trottin,E., Sukmono,T., Dahruddin,H., Pouzadoux,J., Tilak,M.-K., Fitriana,Y., Agnese,J.-F., Condamine,F., Wowor,D., Ruber,L. and Hubert,N.",J Biogeogr (2020) In press
Zacco platypus,Comparison,LC800244.1,"Zacco platypus RUMF:ZV-00067 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Zacco platypus,658,,"Japan: Okinawa, Hijya River",,09/10/2023,,,"Yamakawa,A.Y., Takagi,R. and Kanao,S.",Unpublished
Zacco platypus,Comparison,LC800243.1,"Zacco platypus RUMF:ZV-00066 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Zacco platypus,658,,"Japan: Okinawa, Hijya River",,09/10/2023,,,"Yamakawa,A.Y., Takagi,R. and Kanao,S.",Unpublished
Zacco platypus,Comparison,NC_023105.1,"Zacco platypus mitochondrion, complete genome",Zacco platypus,16611,,,,,,,"Cheng,S.H., Yan,J.J., Yan,Y.Z., Zhu,G.P., Zhang,Y., Xia,M.N., Lu,Y.M., Liu,Y.L. and Zhang,N.",Unpublished
Mekongina erythrospila,Comparison,MK116355.1,"Mekongina erythrospila isolate ME_LA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mekongina erythrospila,529,,Laos,,,,ME_LA,"Vu,Q.D.H., Truong,O.T., Tran,T.L. and Dang,B.T.",Unpublished
Mekongina erythrospila,Comparison,KC631201.1,"Mekongina erythrospila cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mekongina erythrospila,643,,Laos,,25-Jan-12,,,"Yang,L., Mayden,R.L., Laudet,V. and Viriot,L.",Unpublished
Pangasius bocourti,Comparison,KT289884.1,"Pangasius bocourti voucher BS11 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius bocourti,652,,Viet Nam,,,,,"Duong,Y.T.",Unpublished
Pangasius bocourti,Comparison,KT289883.1,"Pangasius bocourti voucher BS10 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius bocourti,652,,Viet Nam,,,,,"Duong,Y.T.",Unpublished
Pangasius bocourti,Comparison,MN073456.1,"Pangasius bocourti isolate PBOCO cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pangasius bocourti,609,,Viet Nam: Can Tho city,,03-Jun-18,,PBOCO,"Quang,T.T.",Unpublished
Pangasius conchophilus,Comparison,KT289886.1,"Pangasius conchophilus voucher HU19 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius conchophilus,656,,Viet Nam,,,,,"Duong,Y.T.",Unpublished
Pangasius conchophilus,Comparison,KT289885.1,"Pangasius conchophilus voucher HU18 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius conchophilus,656,,Viet Nam,,,,,"Duong,Y.T.",Unpublished
Pangasius conchophilus,Comparison,MK448175.1,"Pangasius conchophilus voucher FNP126 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius conchophilus,621,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Pangasius hypophthalmus,Comparison,MN869892.1,"Pangasianodon hypophthalmus voucher FPhy-240519-03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pangasianodon hypophthalmus,658,,Mexico: Puebla,,24-May-19,,,"Martinez Guevara,A., De La Cruz Aguero,J. and Garcia Rodriguez,F.J.",Unpublished
Pangasius hypophthalmus,Comparison,MN869891.1,"Pangasianodon hypophthalmus voucher FPhy-240519-02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pangasianodon hypophthalmus,658,,Mexico: Puebla,,24-May-19,,,"Martinez Guevara,A., De La Cruz Aguero,J. and Garcia Rodriguez,F.J.",Unpublished
Pangasius hypophthalmus,Comparison,MN869890.1,"Pangasianodon hypophthalmus voucher FPhy-240519-01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pangasianodon hypophthalmus,641,,Mexico: Puebla,,24-May-19,,,"Martinez Guevara,A., De La Cruz Aguero,J. and Garcia Rodriguez,F.J.",Unpublished
Pangasius krempfi,Comparison,KT289877.1,"Pangasius krempfi voucher BLD2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius krempfi,656,,Viet Nam,,,,,"Yen,D.T., Kiet,N., Nen,B.S., Thuong,N.V., Loan,N.B. and Dinh,T.D.","Tap Chi Cong Nghe Sinh Hoc 14 (1), 29-37 (2016)"
Pangasius krempfi,Comparison,MK777723.1,"Pangasius krempfi voucher DOS03736 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius krempfi,524,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Pangasius krempfi,Comparison,MN073460.1,"Pangasius krempfi isolate PKREM cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pangasius krempfi,625,,Viet Nam: Can Tho city,,21-Jun-18,,PKREM,"Quang,T.T.",Unpublished
Pangasius sanitwongsei,Comparison,MG981065.1,"Pangasius sanitwongsei cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Pangasius sanitwongsei,551,,,,,,,"Quyen,V.D.H., Oanh,T.T., Phuong,T.T.L., Thuoc,T.L. and Binh,D.T.","Eur J Adv Res Biol Life Sci 6 (3), 1-12 (2018)"
Pangasius sanitwongsei,Comparison,MG076884.1,"Pangasius sanitwongsei isolate CA small subunit ribosomal RNA gene, partial sequence; mitochondrial",Pangasius sanitwongsei,535,,,,,,CA,"Vu,Q.D., Truong,O.T., Thai,P.T., Tran,T.L. and Dang,B.T.",Unpublished
Pangasius sanitwongsei,Comparison,KU568952.1,"Pangasius sanitwongsei voucher KW11T125 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Pangasius sanitwongsei,644,,"South Africa: KwaZulu-Natal, Durban",,,,,"Van Der Walt,K.-A., Makinen,T., Weyl,O., Collins,R. and Swartz,E.",Unpublished
Hemibagrus filamentus,Comparison,JQ289147.1,"Hemibagrus filamentus cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus filamentus,568,,,,,,,"Supiwong,W., Tanee,T., Tanomtong,A., Pinthong,K. and Chaveerach,A.",Unpublished
Hemibagrus nemurus,Comparison,PP065776.1,"Hemibagrus nemurus isolate 21MGL_BNG_01 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Hemibagrus nemurus,563,,"Indonesia: Progo River Basin, Magelang, Central Java",,Sep-21,,21MGL_BNG_01,"Yuanawati,D., Farizky,H.S., Santanumurti,M.B., Jamal,M.T., Iqbal Sani,L.M., Madduppa,H. and Sari,P.D.W.","J Adv Vet Anim Res 9 (4), 591-600 (2022)"
Hemibagrus nemurus,Comparison,MN605516.1,"Hemibagrus nemurus voucher FHir_215 cytochrome oxidase subunit I gene, partial cds; mitochondrial",Hemibagrus nemurus,657,,Myanmar,,,,,"Bolotov,I.N., Klass,A.L., Kondakov,A.V., Vikhrev,I.V., Bespalaya,Y.V., Gofarov,M.Y., Filippov,B.Y., Bogan,A.E., Lopes-Lima,M., Lunn,Z., Chan,N., Aksenova,O.V., Dvoryankin,G.A., Chapurina,Y.E., Kim,S.K., Kolosova,Y.S., Konopleva,E.S., Lee,J.H., Makhrov,A.A., Palatov,D.M., Sayenko,E.M., Spitsyn,V.M., Sokolova,S.E., Tomilova,A.A., Win,T., Zubrii,N.A. and Vinarski,M.V.",Sci Rep 9 (1) (2020) In press
Hemibagrus nemurus,Comparison,MN243488.1,"Hemibagrus nemurus voucher Wk3_48 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus nemurus,680,,Indonesia,,21-Jul-18,muscle tissue,,"Ariyanti,Y., Rini,I.A., Oktaviani,I. and Leksikowati,S.S.",Unpublished
Hemibagrus spilopterus,Comparison,MK049455.1,"Hemibagrus spilopterus voucher KP066901 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hemibagrus spilopterus,630,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Hemibagrus spilopterus,Comparison,MG981080.1,"Hemibagrus spilopterus cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus spilopterus,551,,,,,,,"Quyen,V.D.H., Oanh,T.T., Phuong,T.T.L., Thuoc,T.L. and Binh,D.T.","Eur J Adv Res Biol Life Sci 6 (3), 1-12 (2018)"
Hemibagrus spilopterus,Comparison,MG076899.1,"Hemibagrus spilopterus isolate VN small subunit ribosomal RNA gene, partial sequence; mitochondrial",Hemibagrus spilopterus,530,,,,,,VN,"Vu,Q.D., Truong,O.T., Thai,P.T., Tran,T.L. and Dang,B.T.",Unpublished
Hemibagrus wyckii,Comparison,MG981082.1,"Hemibagrus wyckii cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus wyckii,551,,,,,,,"Quyen,V.D.H., Oanh,T.T., Phuong,T.T.L., Thuoc,T.L. and Binh,D.T.","Eur J Adv Res Biol Life Sci 6 (3), 1-12 (2018)"
Hemibagrus wyckii,Comparison,MG076901.1,"Hemibagrus wyckii isolate VN small subunit ribosomal RNA gene, partial sequence; mitochondrial",Hemibagrus wyckii,531,,,,,,VN,"Vu,Q.D., Truong,O.T., Thai,P.T., Tran,T.L. and Dang,B.T.",Unpublished
Hemibagrus wyckii,Comparison,JF781179.1,"Hemibagrus wyckii voucher SLM-HW(PH)-02 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Hemibagrus wyckii,582,,,,,,,"Song,L.M., Munian,K., Abd Rashid,Z. and Bhassu,S.","ScientificWorldJournal 2013, 917506 (2013)"
Mystus cavasius,Comparison,LC823266.1,"Mystus cavasius MHBSFMSTU Fish 27 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Mystus cavasius,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Mystus cavasius,Comparison,LC823260.1,"Mystus cavasius MHBSFMSTU Fish 19 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Mystus cavasius,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Mystus cavasius,Comparison,OP575615.1,"Mystus cavasius voucher PUL-HMA-Fish-745 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mystus cavasius,652,,"Pakistan: Punjab, Ravi, Sheikupura, Dhnad Nanodogar",,27-Mar-21,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Mystus gulio,Comparison,LC823353.1,"Mystus gulio MHBSFMSTU Fish 148 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Mystus gulio,655,,Bangladesh,,2021,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Mystus gulio,Comparison,MN458398.1,"Mystus gulio isolate FCC1901SB-94 cytochrome c oxidase subunit I (COI) gene, partial cds",Mystus gulio,642,,Bangladesh,,Jul-2018/Jun-2019,muscle,FCC1901SB-94,"Habib,K.A., Neogi,A.K., Islam,M.J., Nahar,N., Rahman,S.L. and Mahmud,Y.",Unpublished
Mystus gulio,Comparison,KX455905.1,"Mystus gulio voucher ZMUD:120.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus gulio,696,,"Bangladesh: Cox's bazar, chittagong",,10-Apr-15,,63,"Ahmed,M.S., Chowdhury,M.M., Rahman,M. and Nahar,L.",Unpublished
Mystus mysticetus,Comparison,MK777720.1,"Mystus mysticetus voucher DOS06083 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus mysticetus,580,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Mystus mysticetus,Comparison,MK448190.1,"Mystus mysticetus voucher FNP142 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus mysticetus,630,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Mystus mysticetus,Comparison,MK448181.1,"Mystus mysticetus voucher FNP132 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus mysticetus,630,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Mystus nigriceps,Comparison,MG981078.1,"Mystus nigriceps cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus nigriceps,551,,,,,,,"Quyen,V.D.H., Oanh,T.T., Phuong,T.T.L., Thuoc,T.L. and Binh,D.T.","Eur J Adv Res Biol Life Sci 6 (3), 1-12 (2018)"
Mystus nigriceps,Comparison,MG076897.1,"Mystus nigriceps isolate CA small subunit ribosomal RNA gene, partial sequence; mitochondrial",Mystus nigriceps,539,,,,,,CA,"Vu,Q.D., Truong,O.T., Thai,P.T., Tran,T.L. and Dang,B.T.",Unpublished
Mystus nigriceps,Comparison,KU692658.1,"Mystus nigriceps voucher BIF0791 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mystus nigriceps,652,,"Indonesia: Jawa Barat, West Java, Kabupaten Majalenka, Ci Lutung",,04-Apr-13,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Mystus singaringan,Comparison,MN992971.1,"Mystus singaringan voucher BJ_01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mystus singaringan,633,,"Indonesia: Jambi, Jambi, Batanghari River, Jambi",,01-Nov-17,,,"Mochamad,S., Marini Wijayanti, Sefti Heza Dwinanti, Muslim, Muhammad Mahendra and Shely Marliana.","Biodiversitas 21 (3), 1227-1235 (2020)"
Mystus singaringan,Comparison,MN992970.1,"Mystus singaringan voucher BJ_02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mystus singaringan,573,,"Indonesia: Jambi, Jambi, Batanghari River, Jambi",,01-Nov-17,,,"Mochamad,S., Marini Wijayanti, Sefti Heza Dwinanti, Muslim, Muhammad Mahendra and Shely Marliana.","Biodiversitas 21 (3), 1227-1235 (2020)"
Mystus singaringan,Comparison,MK049456.1,"Mystus singaringan voucher KP065201 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mystus singaringan,636,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Mystus wolffii,Comparison,MN243483.1,"Mystus wolffii voucher Wk3_22 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus wolffii,680,,Indonesia,,21-Jul-18,muscle tissue,,"Ariyanti,Y., Rini,I.A., Oktaviani,I. and Leksikowati,S.S.",Unpublished
Mystus wolffii,Comparison,MN243470.1,"Mystus wolffii voucher Wk2_04 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Mystus wolffii,680,,Indonesia,,20-Jul-18,muscle tissue,,"Ariyanti,Y., Rini,I.A., Oktaviani,I. and Leksikowati,S.S.",Unpublished
Mystus wyckioides,Comparison,EU490862.1,"Hemibagrus wyckioides voucher INHS:93682 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus wyckioides,626,,,,,,,"Sullivan,J.P., Peng,Z., Peng,J., He,S. and Lundberg,J.G.",Unpublished
Mystus wyckioides,Comparison,MK448153.1,"Hemibagrus wyckioides voucher FNP100 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus wyckioides,619,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Mystus wyckioides,Comparison,MK448151.1,"Hemibagrus wyckioides voucher FNP097 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Hemibagrus wyckioides,630,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Pelteobagrus ussuriensis,Comparison,MZ343379.1,"Tachysurus ussuriensis x Tachysurus fulvidraco mitochondrion, complete genome",Tachysurus ussuriensis x Tachysurus fulvidraco,16536,,China,,,,,"Hu,Y.","Submitted (04-JUN-2021) Genetics and breeding laboratory, Fishery Institute of Anhui Academy of Agricultural Sciences, no. 40 Nongke south Road, Hefei, Anhui 230031, China"
Pelteobagrus ussuriensis,Comparison,MH317186.1,"Tachysurus ussuriensis isolate Pu_2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Tachysurus ussuriensis,674,,,,,,Pu_2,"Liang,H.W.",Unpublished
Pelteobagrus ussuriensis,Comparison,MH317185.1,"Tachysurus ussuriensis isolate Pu_1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Tachysurus ussuriensis,674,,,,,,Pu_1,"Liang,H.W.",Unpublished
Rita rita,Comparison,LC823302.1,"Rita rita MHBSFMSTU Fish 74 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Rita rita,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Rita rita,Comparison,OR148158.1,"Rita rita voucher PHK5 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Rita rita,656,,"India: Punjab, Harike, Jogyawal Maza wala",,,,,"Modeel,S., Negi,R.K., Sharma,M., Dolkar,P., Yadav,S., Siwach,S., Yadav,P. and Negi,T.","Sci Rep 14 (1), 2763 (2024)"
Rita rita,Comparison,OP575628.1,"Rita rita voucher PUL-HMA-Fish-748 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Rita rita,652,,"Pakistan: Punjab, Ravi, Sheikupura, Syphon",,04-Jan-20,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Sperata aor,Comparison,LC823335.1,"Sperata aor MHBSFMSTU Fish 112 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Sperata aor,655,,Bangladesh,,2020,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Sperata aor,Comparison,KY290093.1,"Sperata aor voucher ZSI:F291 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Sperata aor,623,,India,,13-Sep-16,,,"Laskar,B.A., Kumar,V., Kundu,S., Darshan,A., Tyagi,K. and Chandra,K.","Mitochondrial DNA A DNA Mapp Seq Anal 30 (1), 126-134 (2019)"
Sperata aor,Comparison,KY290057.1,"Sperata aor voucher ZSI:F254 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Sperata aor,623,,India,,13-Sep-16,,,"Laskar,B.A., Kumar,V., Kundu,S., Darshan,A., Tyagi,K. and Chandra,K.","Mitochondrial DNA A DNA Mapp Seq Anal 30 (1), 126-134 (2019)"
Sperata seenghala,Comparison,PP217457.1,"Sperata seenghala voucher CUHP BS02 COI gene cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Sperata seenghala,623,,,,,,,"Thakur,K., Sharma,A.K., Sharma,D., Bist,C.M.S., Kumar,R. and Kumar,S.",Unpublished
Sperata seenghala,Comparison,PP217456.1,"Sperata seenghala voucher CUHP BS01 COI gene cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Sperata seenghala,679,,,,,,,"Thakur,K., Sharma,A.K., Sharma,D., Bist,C.M.S., Kumar,R. and Kumar,S.",Unpublished
Sperata seenghala,Comparison,OR148203.1,"Sperata seenghala voucher HPK12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sperata seenghala,630,,"India: Himachal Pradesh, Kangra, Khatiyar fish landing station",,,,,"Modeel,S., Negi,R.K., Sharma,M., Dolkar,P., Yadav,S., Siwach,S., Yadav,P. and Negi,T.","Sci Rep 14 (1), 2763 (2024)"
Belodontichthys dinema,Comparison,MH757447.1,"Belodontichthys dinema voucher RE_BD5T cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Belodontichthys dinema,581,,"Indonesia: Tapung River, Riau",,20-Jul-16,,,"Elvyra,R.","IOP Conf Ser Earth Environ Sci 674 (1), 012012 (2021)"
Belodontichthys dinema,Comparison,MH633771.1,"Belodontichthys dinema voucher RE_BD4I cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Belodontichthys dinema,607,,"Indonesia: Indragiri River, Riau",,20-Jul-16,,,"Elvyra,R.","IOP Conf Ser Earth Environ Sci 674 (1), 012012 (2021)"
Belodontichthys dinema,Comparison,JF781187.1,"Belodontichthys dinema voucher SLM-BD(PH)-02 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Belodontichthys dinema,582,,,,,,,"Song,L.M., Munian,K., Abd Rashid,Z. and Bhassu,S.","ScientificWorldJournal 2013, 917506 (2013)"
Belodontichthys truncatus,Comparison,MK448174.1,"Belodontichthys truncatus voucher FNP125 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Belodontichthys truncatus,586,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Kryptopterus bicirrhis,Comparison,MH732877.1,"Kryptopterus bicirrhis voucher Roza21i cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Kryptopterus bicirrhis,569,,"Indonesia: Indragiri River, Riau",,02-Sep-09,,,"Elvyra,R.",Unpublished
Kryptopterus bicirrhis,Comparison,MH732876.1,"Kryptopterus bicirrhis voucher Roza20k cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Kryptopterus bicirrhis,578,,"Indonesia: Kampar River, Riau",,02-Sep-09,,,"Elvyra,R.",Unpublished
Kryptopterus bicirrhis,Comparison,MH732875.1,"Kryptopterus bicirrhis voucher Roza19k cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Kryptopterus bicirrhis,573,,"Indonesia: Kampar River, Riau",,02-Sep-09,,,"Elvyra,R.",Unpublished
Kryptopterus geminus,Comparison,MK049458.1,"Kryptopterus geminus voucher KP066502 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Kryptopterus geminus,633,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Kryptopterus geminus,Comparison,MK049457.1,"Kryptopterus geminus voucher KP066501 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Kryptopterus geminus,633,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Kryptopterus geminus,Comparison,MW343554.1,"Kryptopterus geminus isolate D voucher IRUM76041292 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Kryptopterus geminus,630,,,,,,D,"Panprommin,D.",Unpublished
